,Abstract,Author,Date,Jornal,Keywords,Title
137,"In this paper, we propose the use of a tree-trellis search scheme for the task of large vocabulary Mandarin polysyllabic word recognition. Usually, the task of large vocabulary word recognition is computationally intractable by whole-word based approach. We convert this task into a tree network search problem by considering basic syllables as matching units. A vocabulary of 22 088 polysyllabic words is represented by a tree network linked with basic syllables. Some implementations of tree-trellis search scheme for this special task are investigated. In comparison with other search algorithms, the experimental results show that the tree-trellis search algorithm is a very promising one for this special task.","['Eng-Fong Huang', 'Frank K. Soong', 'Hsiao-Chuan Wang']",January 1994,Computer Speech & Language,[],Regular ArticleThe use of tree-trellis search for large-vocabulary Mandarin polysyllabic word speech recognition
138,"Statistical association measures play an important role in many areas of natural language research. An impediment to reliable estimation of such associations is the problem of small-sample statistics, since in any natural corpus there will be many infrequently occurring words.This paper proposes an alternative method for estimating such associations, which circumvents the small-sample issues. The idea is to view sentence/meaning pairs as algebraic equations, rather than as observations of a pattern in some class. Associations are estimated via solving these equations rather than via relative frequency estimates of mutual information. We develop a theoretical foundation for the dual algebraic/statistical nature of associations, proving two uniqueness theorems. We then exploit this theory to provide an algorithmic solution to the estimation problem. This algorithm is experimentally evaluated on 1494 natural languages messages from a rudimentary Data Retrieval experiment. One striking result is that the algebraic algorithm can often provide reliable estimates even for words which occur only once in a corpus.","['Naftali Tishby', 'Allen Gorin']",January 1994,Computer Speech & Language,[],Regular ArticleAlgebraic learning of statistical associations for language acquisition
141,"mu+ is a system for corpus based speech research that can be used to retrieve and analyse segments and their associated signal files from a large speech corpus. The segments can occur at many different levels (acoustic-phonetic, phonemic, intonational, prosodic), while the signal files can include the acoustic speech waveform, analysis parameters derived from the speech waveform (e.g. formant frequencies), and various articulatory measurements (e.g. kinematic parameters from lip and jaw movement). Most combinations of segment types, together with their boundary times and the speech signal files with which they are associated, can be retrieved hierarchically (all phonemes that occur in certain words), sequentially (all phonemes that occur in a particular triphone) or hierarchically and sequentially (e.g. all phonemes that occur in content words which are preceded by an intonational phrase of a particular type). The segments and their associated signal files that are retrieved from the speech database can be analysed subsequently using a wide range of statistical primitives and digital-signal-processing routines. The system has been developed to provide a common environment for experimentation in numerous facets of corpus based speech and language research including: articulatory and acoustic phonetics, prosodic analysis, speech technology research, and linguistic corpus development.","['J. Harrington', 'S. Cassidy', 'J. Fletcher', 'A. Mc Veigh']",October 1993,Computer Speech & Language,[],Regular ArticleThe mu + system for corpus based speech research
143,"In this paper, we first extended the semicontinuous hidden Markov model to incorporate multiple code-books. The robustness of the semicontinuous output probability is enhanced by the combination of multiple codewords and multiple codebooks. In addition, we compared the semicontinuous model with the continuous mixture model and the discrete model in a large-vocabulary speaker-independent continuous speech recognition (DARPA resource management) task. The model assumption and parameter size issues are addressed in particular through these experiments. When the acoustic parameters are not well modelled by the continuous probability density, the model assumption problems may cause the recognition accuracy of the semicontinuous model or the continuous mixture model to be inferior to the discrete model. We also found that the SCHMM can have a large number of free parameters in comparison with the discrete HMM because of its smoothing ability. With explicit male and female clustered models and for conditional feature sets, we were able to reduce the error rate of discrete-model-based SPHINX by more than 20%.","['X.D. Huang', 'H.W. Hon', 'M.Y. Hwang', 'K.F. Lee']",October 1993,Computer Speech & Language,[],"Regular ArticleA comparative study of discrete, semicontinuous, and continuous hidden Markov models"
144,"In this paper the Speech Maker Formalism (SMF) is described. Speech Maker is a general framework for text-to-speech synthesis (van Leeuwen & te Lindert, 1993. Computer Speech and Language 7, 149-167), and SMF is operational in this context. SMF has been developed as a general-purpose rule formalism for the application domain of text-to-speech synthesis. A large range of symbolic transformations that a linguist may want to specify in this domain can be formulated in SMF. A central characteristic of SMF is that it is two-dimensional and that the rules closely resemble the two-dimensional data structure they operate on. An extensive and detailed description is given of the possibilities of SMF, concerning both the specification of patterns in the data structure and the alteration of its contents. In particular, the completeness and the expressive power of the formalism are discussed.",['Hugo C. van Leeuwen'],October 1993,Computer Speech & Language,[],"Regular ArticleSpeech Maker Formalism: a rule formalism operating on a multi-level, synchronized data structure"
145,"Prosody is used by human listeners to disambiguate spoken language and, in particular, the relative size and location of prosodic phrase boundaries provides an important cue for resolving syntactic ambiguity. Therefore, automatically detected prosodic phrase boundaries should provide information useful in speech understanding for choosing among several candidate parses. Here, we propose two scoring algorithms to rank candidate parses, both based on an analysis/synthesis approach that compares the recognized prosodic phrase structure (analysis) with the predicted structure (synthesis) for each candidate parse. The two scoring algorithms, one rule-based and one using a probabilistic model, yield similar overall results when evaluated in experiments with a corpus of ambiguous sentences read by FM radio announcers. To decouple the performance of the analysis and synthesis components, we have used the scoring algorithms with hand-labeled breaks, which results in disambiguation performance comparable to the performance of human subjects in perceptual experiments. Performance degrades somewhat using automatically recognized breaks.","['M. Ostendorf', 'C.W. Wightman', 'N.M. Veilleux']",July 1993,Computer Speech & Language,[],Regular ArticleParse scoring with prosodic information: an analysis/synthesis approach
146,"On simple intelligibility measures, high-quality synthesiser output now scores almost as well as natural speech. Nevertheless, it is widely agreed that perception of synthetic speech is a harder task for listeners than perception of natural speech; in particular, it has been hypothesized that listeners have difficulty identifying phonemes in synthetic speech. If so, a simple measure of the speed with which a phoneme can be identified should prove a useful tool for comparing perception of synthetic and natural speech. The phoneme detection task was here used in three experiments comparing perception of natural and synthetic speech. In the first, response times to synthetic and natural targets were not significantly different, but in the second and third experiments response times to synthetic targets were significantly slower than to natural targets. A speed-accuracy tradeoff in the third experiment suggests that an important factor in this task is the response criterion adopted by subjects. It is concluded that the phoneme detection task is a useful tool for investigating phonetic processing of synthetic speech input, but subjects must be encouraged to adopt a response criterion which emphasizes rapid responding. When this is the case, significantly longer response times for synthetic targets can indicate a processing disadvantage for synthetic speech at an early level of phonetic analysis.","['Andrew J. Nix', 'Gita Mehta', 'Julie Dye', 'Anne Cutler']",July 1993,Computer Speech & Language,[],Regular ArticlePhoneme detection as a tool for comparing perception of natural and synthetic speech
147,"Over the last several years, a major factor in reducing the error rate on most speech recognition systems has been the addition of new feature components to the frame vectors. However, because of the larger dimensionality of the frame feature vector, the number of model parameters and the computational requirements have also increased. To improve recognition performance, it is not feasible to indefinitely increase the size of the frame feature vectors, nor is it satisfactory or practical to run experiments on combinatorially chosen subsets of the feature set to pick the best performing subspace with the desired number of dimensions. It becomes clearly desirable to understand which components of the frame feature vector provide the greatest contribution to recognition performance and to discard the least useful components. Our feature ordering method allows new sets of features to be selectively incorporated into existing signal analysis methods.Discriminative analysis has been successfully used for hidden Markov model (HMM) parameter estimation. In this study, we use discriminative methods to perform feature selection of the frame feature space. The components of the feature vectors are rank ordered according to an objective criterion and only the most ""significant"" are used for recognition. The proposed feature reduction method has been applied to a 38 dimension vector consisting of 1st and 2nd order time derivatives of the frame energy and of the cepstral coefficients with their 1st and 2nd derivatives. Speaker independent recognition experiments with reduced feature sets were performed on three databases of high quality non-telephone speech and a data base of telephone-based speech recorded during a field trial. The dimension of the frame feature vectors, and hence the number of model parameters, were greatly reduced (by a factor of 2) without a significant loss of recognition performance.","['E.L. Bocchieri', 'J.G. Wilpon']",July 1993,Computer Speech & Language,[],Regular ArticleDiscriminative feature selection for speech recognition
148,"Feature parameters describing spectral transitions of speech signals have been properly integrated with the instantaneous features in many different approaches proposed for speech recognition, and significant performance improvements have been attained. Most of these methods are designed for recognition systems based on dynamic time warping (DTW) or discrete hidden Markov models (HMM). However, it has been experimentally shown that for the difficult problem of recognizing the highly confusing Mandarin syllables with limited amount of training data, the performances of DTW and discrete HMM techniques are much worse than that of continuous HMMs. In this paper, the performance of continuous HMMs using one type of transitional features in speaker-dependent recognition of the highly confusing Mandarin syllables is first evaluated and discussed in detail under the constraint of very limited training data. Three approaches are then proposed to integrate the instantaneous and transitional features for recognition systems based on continuous hidden Markov models. They are the most straightforward concatenation—integration approach in which the instantaneous and transitional feature vectors are simply concatenated, the two-maximization approach in which the output distribution functions for the instantaneous and transitional feature vectors are maximized separately, and the two-model approach in which two HMMs respectively for instantaneous and transitional feature vectors are independently trained but the log likelihoods are summed up with proper weighting. After extensive experiments and careful analysis, it is found that the three approaches respectively provide attractive performance under different conditions. For example, with the two-maximization approach a recognition rate (93·89%) only slightly lower than the highest achievable rate for the concatenation-integration approach (94·36% for M = 5) can be obtained at a much smaller number of mixtures (M = 2).","['Yumin Lee', 'Lin-shan Lee']",July 1993,Computer Speech & Language,[],Regular ArticleContinuous hidden Markov models integrating transitional and instantaneous features for Mandarin syllable recognition
149,"This paper describes a speech recognizer based on an HMM representation of quantized articulatory features and presents experimental results for its evaluation. Traditional schemes for HMM representation of speech have attempted to model a set of disjoint time segments. In order to create a more robust speech recognition system, the speech production system is characterized by a set of articulatory features, each of which are allowed to vary over a range of discrete values. Each configuration of the articulatory system is characterized by a particular combination of feature values. ""Target configurations"" of the articulatory system are those configurations which produce the distinctive homogeneous segments in the acoustic signal. These feature values are permitted to vary independently and asynchronously (with appropriate constraints) as the production system moves from one target configuration to the next (such intermediate feature combinations are referred to as ""transitional configurations""). This avoids the abrupt model changes inherent in non-overlapping segment modeling. The feature value combinations that occur while in transit between target configurations represent the coarticulation intervals between the two targets. This scheme is implemented using an ergodic HMM to control the evolution of the feature values as the system moves from one target configuration to the next. Speech recognition results show that the new system outperforms the traditional HMM approaches in small tasks. Examination of the source of error, using Viterbi analysis, in both the new model and in traditional HMM recognition schemes suggests that this new scheme is able to achieve better modelling of the acoustic transitions and coarticulation in speech.","['Kevin Erler', 'Li Deng']",July 1993,Computer Speech & Language,[],Regular ArticleHidden Markov model representation of quantized articulatory features for speech recognition
150,"In this paper, we describe some features of the fundamental frequency (F0) contours of speech in Hindi and propose an approach to represent and activate this intonation knowledge for an unrestricted text-to-speech system for Hindi. As in most languages, the declarative sentences in Hindi show a declining pattern of F0 contour, whereas interrogative sentences show a rising F0 contour. The backdrop declining or rising pattern is characterized by local falls and rises which are determined by the phonological pattern of the constituent words. In complex declarative sentences the F0 contour resets at major syntactic boundaries. Experiments to obtain the inherent F0 of segments are described. The intonation knowledge derived from analysis of speech is coded in a production system format. Intelligibility and naturalness of the synthesized speech improved significantly after incorporation of the intonation rules.","['A.S. Madhukumar', 'S. Rajendran', 'B. Yegnanarayana']",July 1993,Computer Speech & Language,[],Regular ArticleIntonation component of a text-to-speech system for Hindi
151,"In most implementations of hidden Markov models (HMMs) a state is assumed to be a stationary random sequence of observation vectors whose mean and covariance are estimated. Successive observations in a state are assumed to be independent and identically distributed. These assumptions are reasonable when each state represents a short segment of the speech signal. When states represent longer portions of the signal (e.g. phonemes, diphones, etc.) both assumptions are inaccurate. Recently, some attempts have been made to incorporate correlations between successive observations in a state. But to our knowledge, non-stationarity has not been dealt with. We propose an alternative representation in which a state of an HMM is defined as a template, i.e. a ""typical"" sequence of observations. The template for a state is derived from an ensemble of segments corresponding to that state. In our present implementation, the observations are 11th-order cepstrum vectors plus energy, states represent diphones and ensembles of the diphones are obtained from a hand-labeled speaker-dependent database of 2000 sentences spoken fluently. The probability of a test sequence being generated in a given state is obtained by time-warping the test utterance to the template, and assuming the differences between the corresponding observations to have a joint distribution. Tests on 50 sentences (outside the training set) indicate a correct recognition rate for phonemes of about 70%.","['Oded Ghitza', 'M.Mohan Sondhi']",April 1993,Computer Speech & Language,[],Regular ArticleHidden Markov models with templates as non-stationary states: an application to speech recognition
152,"In order to achieve real-time performance, the spatio-temporal resolution of preprocessed data entering typical speech recognition systems is limited to a level which is approximately three orders of magnitude less than that required to avoid significant loss of speech information. The problem of reducing high-resolution data to a manageable level while minimizing the loss of speech information is therefore a key issue in the design of improved recognition systems. When we look at the natural auditory system, one of the first processes applied to the auditory nerve signal is the detection of sudden onsets and offsets in signal energy such as those which are associated with consonantal closure and burst release. Depending on the degree to which such events can successfully locate concentrations of information for stop consonants and other phonemes, on/off detectors could provide a basis for reducing the data-rate in the output from high-resolution auditory models while preserving essential speech information. In this paper we use the information theoretic measure of mutual information to investigate the distribution of phonetic information across the on/off aligned auditory spectrogram for a corpus of vowel-plosive-vowel utterances. Automatic recognition is then used to test to what extent small high information samples are sufficient for plosive discrimination.","['Andrew Morris', 'Jean-Luc Schwartz', 'Pierre Escudier']",April 1993,Computer Speech & Language,[],Regular ArticleAn information theoretical investigation into the distribution of phonetic information across the auditory spectrogram
153,"In order for speech recognizers to deal with increased task perplexity, speaker variation, and environment variation, improved speech recognition is critical. Steady progress has been made along those three dimensions at Carnegie Mellon. In this paper, we review the SPHINX-II speech recognition system and summarize our recent efforts on improved speech recognition.","['Xuedong Huang', 'Fileno Alleva', 'Hsiao-Wuen Hon', 'Mei-Yuh Hwang', 'Kai-Fu Lee', 'Ronald Rosenfeld']",April 1993,Computer Speech & Language,[],Regular ArticleThe SPHINX-II speech recognition system: an overview
154,"In this paper, a text-to-speech system for Dutch, called Spraakmaker, is described. It is based on a flexible underlying framework which has been devised for building text-to-speech systems. This framework is called Speech Maker. Central to this framework is a multi-level, synchronized data structure, based on the work of Hertz, Kadin and Karplus (1985), which we call grid . Its purpose is to contain all linguistic information relevant to the text-to-speech conversion process.First of all, we explain why we chose the grid data structure as the core of our framework. Then we describe how the general framework Speech Maker is constructed: apart from the grid data structure, a user interface to interact with the structure and a rule formalism to algorithmically manipulate it are also available. Finally, we discuss our implementation for the Dutch language, Spraakmaker, explaining which linguistic units we chose to represent in the grid, and how eight major linguistic modules operate on the grid in terms of these units.","['Hugo C. van Leeuwen', 'Enrico te Lindert']",April 1993,Computer Speech & Language,[],"Regular ArticleSpeech Maker: a flexible and general framework for text-to-speech synthesis, and its application to Dutch"
155,"In order to formalize the information used in spectrogram reading, a knowledge-based system for identifying spoken stop consonants was developed. Speech spectrogram reading involves interpreting the acoustic patterns in the image to determine the spoken utterance. One must selectively attend to many different acoustic cues, interpret their significance in light of other evidence, and make inferences based on information from multiple sources. The evidence, obtained from both spectrogram reading experiments and from teaching spectrogram reading, indicates that the process can be modeled with rules. Formalizing spectrogram reading entails refining the language used to describe acoustic events in the spectrogram, selecting a set of relevant acoustic events that distinguish among phonemes, and developing rules which map these acoustic attributes into phonemes. One way to assess how well the knowledge used by experts has been captured is by embedding the rules in a computer program. A knowledge-based system was selected because the expression and use of knowledge are explicit. The emphasis was in capturing the acoustic descriptions and modeling the reasoning used by human spectrogram readers. In this paper, the knowledge acquisition and knowledge representation, in terms of descriptions and rules, are described. A performance evaluation and error analysis are also provided, and the performance of an HMM-based phone recognizer on the same test data is given for comparison.",['Lori F. Lamel'],April 1993,Computer Speech & Language,[],Regular ArticleA knowledge-based system for stop consonant identification based on speech spectrogram reading
156,"We describe a method for the computer entry of Chinese characters using speech recognition with no vocabulary restrictions. The method exploits the fact that spoken Chinese has only about 400 syllables, and the syllable structure is extremely simple: either consonant/vowel group or vowel group alone. To each of the 23 consonants and 35 vowel groups that comprise a syllable, a code word, or Chinese phonetic alphabet representation (CPAR), is associated. All Chinese characters can be ""spelled-out"" using the 58 highly discriminable CPARs, thus allowing accurate transcription by means of current speech recognition technology.The CPAR system and the speech input method were tested with a discrete word speech recognizer in an experiment with four human subjects. On average, a subject could learn the method with 22 hours of training over a period of 1 or 2 weeks. Subjects were able to translate vocally about 40 characters of Chinese text into CPARs per minute with an accuracy in excess of 97%. This compares roughly to 31 English words per minute. The speech recognition system used was not fast enough to accommodate this rate of speaking, and in actual practice only 24 syllables, or the equivalent of 19 English words, per minute could be entered. Recently developed discrete speech recognition systems can now handle the higher rate; however, such equipment was not available at the time of the experiments reported here.","['Di Han', 'Robert D. Rodman', 'Michael G. Joost']",January 1993,Computer Speech & Language,[],Regular ArticleA voice system for the computer entry of Chinese characters
157,"The problem of recognizing strings of connected digits is crucial to a number of applications such as voice dialing of telephone numbers, automatic data entry, credit card entry, PIN (personal identification number) entry, entry of access codes for transactions, etc. Algorithms for connected digit recognition, based on whole-word reference patterns, have become increasingly sophisticated and have been shown capable of achieving high-recognition performance. Much of this complexity is derived from the design of specialized word models suitable solely for connected digit recognition. For example, in Doddington (1989), context-dependent modeling for the digits two and four and confusion class models for likely digit confusions were used to give high-performance digit recognition.Historically, the training and modeling techniques developed for connected digit recognition have been improved and successfully incorporated into large-vocabulary recognition systems. Based largely on these techniques, there have been proposed and implemented a number of systems for large vocabulary speech recognition which have achieved high word recognition accuracy. In this paper we reverse the direction of technology flow; namely, we show how we can apply the improved acoustic modeling techniques (using a continuous density hidden Markov model framework), developed for large-vocabulary speech recognition applications, to the problem of connected digit recognition with no changes made to the basic modeling techniques and with no vocabulary-specific information used.The improved modeling techniques adopted in this study include an improved feature analysis procedure, that incorporates higher-order cepstral and log energy time derivatives, and an improved acoustic resolution procedure, that uses more Gaussian mixture components per state to characterize the acoustic variability in each state of the model. Using these techniques, string accuracies of 98·6% for unknown length strings and 99·2% for known length strings were achieved on the standard Texas Instruments connected digits database. These string accuracies are a factor of 2 better than those previously reported using the same modeling procedures (Rabiner, et al., 1989b), and are even somewhat better than those reported by Doddington using specialized modeling techniques for the digits (Doddington, 1989).","['J.G. Wilpon', 'C.-H. Lee', 'L.R. Rabiner']",January 1993,Computer Speech & Language,[],Regular ArticleConnected digit recognition based on improved acoustic resolution
158,"An algorithm is described for synthesizing intonation in the absence of syntactic information as part of an experimental system for text-to-speech conversion for Dutch. It contains several improvements of an existing algorithm. The improvements are based on analyses of speech data collected from a professional reader. They mainly concern the intonational realization of intonation phrases. The performance of the algorithm has been evaluated in a perceptual test, in which listeners were asked to judge the naturalness of the intonation. For isolated utterances, the rule-based intonation is judged more natural than the intonation generated with the older algorithm, and as natural as the human intonation. For coherent text, the rule-based intonation is judged more natural than the intonation generated with the older algorithm, but less natural than the human intonation. These findings suggest that the decomposition of the utterance into intonation phrases by means of pitch makes an essential contribution to the naturalness of synthetic speech. In addition, they support earlier findings, reported in the literature, which point to the perceptual relevance of text intonation.",['Jacques Terken'],January 1993,Computer Speech & Language,[],Regular ArticleSynthesizing natural-sounding intonation for Dutch: rules and perceptual evaluation
159,"This paper describes perceptual methods for diagnosing problems in text-to-speech systems. Special attention is paid to two issues. First, coverage of the domain of a text-to-speech system. Since this domain involves an enormous range of contexts, it is criticial for diagnostics, and also for overall evaluation, that test materials cover this range to the fullest extent possible. Automatic text generation algorithms that make extensive use of ""greedy"" algorithms are described that serve this purpose. Second, speech generated by text-to-speech systems tends to have a great variety of problems . A battery of experimental paradigms is discussed that address different facets of speech quality and intelligibility. Included are: (a) ""word pointing"" method for detection of problematic concatenative units, (b) ""minimal pairs intelligibility test""—an expanded diagnostic rhyme test; (c) automatically scored orthographic name transcription task; (d) mean opinion score paradigm with problem categorization; and (e) paired comparison paradigm with strength-of-choice rating. The methods are applied in a series of experiments on high-end text-to-speech systems.",['Jan P.H. van Santen'],January 1993,Computer Speech & Language,[],Regular ArticlePerceptual experiments for diagnostic testing of text-to-speech systems
161,"A two-stage approach to phoneme label alignment is presented. A self-organizing neural network is employed in the first stage. The second stage performs the label alignment of an independently given input phoneme string to the corresponding speech signal. The first stage transforms signal parameters into a set of continuously valued acoustic-phonetic features. The second stage uses the Viterbi decoding/level building technique to position the label boundaries.The validity of the feature transformation approach in stage one is demonstrated in a detailed experimental analysis, the results of which are used to derive a multi-dimensional probability density model for all individual phonemes. These models are used in the second stage label alignment process.Results are given in two parts. The first provides the experimental evidence to support the use of probability density functions based on acoustic-phonetic features, in the form of histograms for a number of vocalic and consonantal Danish and British English phonemes. The second gives the results from the label alignment process. Here, differences between reference time boundaries from a manually labelled test speech corpus and time boundaries from the alignment process are presented in histograms showing the label alignment time differences for a number of selected phoneme paris for Danish and British English. The results show an overall accuracy of the label alignment of 85% and 43% for Danish and British English, respectively.",['Paul Dalsgaard'],October 1992,Computer Speech & Language,[],Phoneme label alignment using acoustic-phonetic features and Gaussian probability density functions
162,"We apply a trigram language model to an 86 000-word vocabulary speech recognition task. The recognition task consists of paragraphs chosen arbitrarily from a variety of sources, including newspapers, books, magazines, etc.The trigram language model parameters correspond to probabilities of words conditioned on the previous two words. The number of parameters to be estimated is enormous: 86 0003 parameters in our case. Even a training set consisting of 60 million words is too small to estimate these parameters reliably. Parameter estimates using relative frequencies would assign a value of zero to a large fraction of the parameters. Many algorithms have been proposed to estimate probabilties of events not observed in the training text. We propose here a simple algorithm for estimating the probabilities of such events using Turing's formula.The resulting trigram language model reduces the acoustic recognition errors by 60%. We also show that the effectiveness of the trigram language model for correcting an acoustic word recognition error depends on whether or not the neighbouring word contexts occur in the training text corpus for the language model.","['V. Gupta', 'M. Lennig', 'P. Mermelstein']",October 1992,Computer Speech & Language,[],A language model for very large-vocabulary speech recognition
163,"Many acoustic misrecognitions in our 86 000-word speaker-trained isolated-word recognizer are due to phonemic hidden Markov models (phoneme models) mapping to short segments of speech. When we force these models to map to longer segments corresponding to the observed minimum durations for the phonemes, then the likelihood of the incorrect phoneme sequences drops dramatically. This drop in the likelihood of the incorrect words results in significant reduction in the acoustic recognition1 error rate. Even in cases where acoustic recognition performance is unchanged, the likelihood of the correct word choice improves relative to the incorrect word choices, resulting in significant reduction in recognition error rate with the language model. On nine speakers, the error rate for acoustic recognition reduces from 18·6 to 17·3%, while the error rate with the language model reduces from 9·2 to 7·2%.We have also improved the phoneme models by correcting the segmentation of the phonemes in the training set. During training, the boundaries between phonemes are not marked accurately. We use energy to correct these boundaries. Application of an energy threshold improves the segment boundaries between stops and sonorants (vowels, liquids and glides), between fricatives and sonorants, between affricates and sonorants and between breath noise and sonorants. Training the phoneme models with these segmented phonemes results in models which increase recognition accuracy significantly. On two speakers, the error rate for acoustic recognition reduces from 26·5 to 23·1%, while the error rate with the language model reduces from 11·3 to 8·8%. This reduction in error rate is in addition to the error rate reductions obtained by imposing minimum duration constraints. The overall reduction in errors for these two speakers using minimum durations and energy thresholds is from 27·3 to 23·1% for acoustic recognition, and from 14·3 to 8·8% with the language model.","['V. Gupta', 'M. Lennig', 'P. Mermelstein', 'P. Kenny', 'P.F. Seitz', ""D. O'Shaughnessy""]",October 1992,Computer Speech & Language,[],Use of minimum duration and energy contour for phonemes to improve large vocabulary isolated-word recognition☆
164,"A two-dimensional cepstrum (TDC) approach for speech recognition is investigated in this paper. The TDC coefficients explicitly incorporate the correlations of neighbouring frames and well represent the spectral information of utterances. Only a small part of the TDC is necessary for speech recognition. Some experiments are conducted on the recognition of isolated Mandarin syllable finals and digits. The results show that the recognition rates of the TDC method is very close to those of the HMM method. However, the TDC method has the advantages of simple computation and less storage space.","['Hsiao-Fen Pai', 'Hsiao-Chuan Wang']",October 1992,Computer Speech & Language,[],A study of the two-dimensional cepstrum approach for speech recognition
165,"Hidden Markov models are commonly used for speech unit modelling. This type of model is composed of a non-observable or “hidden” process, representing the temporal structure of the speech unit, and an observation process linking the hidden process with the acoustic parameters extracted from the speech signal.Different types of hidden processes (Markov chain, semi-Markov chain, “expanded-state” Markov chain) as well as different types of observation processes (discrete, continuous, semi-continuous—multiple processes) are reviewed, showing their relationships. The maximum likelihood estimation of two-stage stochastic process parameters is presented in an a posteriori probability formalism. An intepretation of the expectation-maximization algorithm is proposed and the practical learning algorithms for hidden Markov models and hidden semi-Markov models are compared in terms of computation structure, probabilistic justification and complexity.This presentation is illustrated by experiments on a multi-speaker 130 isolated word recognition system. The implementation techniques are detailed and the different combinations of state occupancy modelling techniques and observation modelling techniques are studied from a practical point of view.",['Yann Guédon'],October 1992,Computer Speech & Language,[],Review of several stochastic speech unit models
166,"Word juncture coarticulation is one of the major sources of acoustic variability for initial and final word segments when spoken in fluent speech. One way to improve characterization of word pronuciations in continuous speech is to include inter-word contexts in lexical representations, similar to the way intra-word contexts are utilized. In this paper we investigate the issues related to the modeling of this set of inter-word, context-dependent units using continuous density hidden Markov models. Under such a modeling framework, it is usually required to have enough training tokens available for each unit in order reliably to estimate the parameters of the unit. Therefore, each context-dependent unit is included in the set of units to be modeled only when its frequency of occurrence in the training data exceeds a prescribed threshold. Testing such a unit selection and modeling strategy on the DARPA resource management task, it was found that the incorporation of inter-word units gave a 15–25% word error reduction compared to the base-line continuous speech recognition system using only intra-word units.","['E.P. Giachin', 'C.-H. Lee', 'L.R. Rabiner', 'A.E. Rosenberg', 'R. Pieraccini']",July 1992,Computer Speech & Language,[],On the use of inter-word context-dependent units for word juncture modeling
167,We present a fast method for identifying a short list of candidate words that match well with some acoustic input to serve as an initial matching stage in a large vocabulary isolated speech recognition system that uses hidden Markov models (HMM) and maximum likelihood decoding. This method is admissible in that the short list returned by it is guaranteed to contain the maximum likelihood word given by the HMMs. Given HMMs for all the words in the vocabulary we derive a class of algorithms that are faster than a detailed likelihood computation using these models by constructing an estimator of the likelihood. Using such an estimator we produce a list of candidate words that match well with the given acoustic input. We describe several possible estimators that can be used to construct such an admissible algorithm.,"['L.R. Bahl', 'P.S. Gopalakrishnan', 'D.S. Kanevsky', 'D. Nahamoo']",July 1992,Computer Speech & Language,[],A fast admissible method for identifying a short list of candidate words
168,"A system for part-of-speech tagging is described. It is based on a hidden Markov model which can be trained using a corpus of untagged text. Several techniques are introduced to achieve robustness while maintaining high performance. Word equivalence classes are used to reduce the overall number of parameters in the model, alleviating the problem of obtaining reliable estimates for individual words. The context for category prediction is extended selectively via predefined networks, rather than using a uniformly higher-order conditioning which requires exponentially more parameters with increasing context. The networks are embedded in a first-order model and network structure is developed by analysis of erros, and also via linguistic considerations. To compensate for incomplete dictionary coverage, the categories of unknown words are predicted using both local context and suffix information to aid in disambiguation. An evaluation was performed using the Brown corpus and different dictionary arrangements were investigated. The techniques result in a model that correctly tags approximately 96% of the text. The flexibility of the methods is illustrated by their use in a tagging program for French.",['Julian Kupiec'],July 1992,Computer Speech & Language,[],Robust part-of-speech tagging using a hidden Markov model☆
169,"The quantization property of layered neural networks is studied in this paper. We first review the layered neural network-based coders or quantizers developed in recent years and show that their poor performances is due to their independent training schemes for each component in the coder. Then an alternative model named a codebook-excited neural network is proposed, where an encoded vector is approximated by the output of the network driven by one vector selected from an excitation codebook. The network and the excitation codebook are jointly trained with the error back-propagation algorithm. Simulations with a Gauss-Markov source demonstrate that the quantization performance of the codebook-excited feedforward neural network is not worse than that of the connectionist vector quantizer formed by a set of single-layer neural units which satisfied the optimal quantization conditions, and that the performance of the codebook-excited recurrent neural network is very close to the asymptotic performance bound of block quantizers.The codebook-excited neural network is applicable with any distortion measure. For a zero-mean, unit variance, memory-less Gaussian source and a squared-error measure, a 1 bit/sample two-dimensional quantizer with a codebook-excited feedforward neural network is found always to escape from the local minima and converge to the best one of the three local minima which are known to exist in the vector quantizer designed using the LBG algorithm. Moreover, due to its conformal mapping characteristic, the codebook-excited neural network can be applied to designing the vector quantizer with any required structural form on its codevectors.","['Lizhong Wu', 'Frank Fallside']",July 1992,Computer Speech & Language,[],Source coding and vector quantization with codebook-excited neural networks
170,"This research outlines the predominant dialogue and performance characteristics of three-person interpreted telephone speech during service-oriented dialogues, in comparison with those of two-person non-interpreted dialogues. An empirical study was conducted in which 12 native English speakers each made one telephone call through an experienced telephone interpreter to a Japanese confederate who did not speak English, and a second call to a Japanese confederate fluent in English. In total, 24 dialogues were collected, each one containing two successfully completed service tasks, or 48 tasks in total. This paper reports on comparisons performed between three-person interpreted and two-person non-interpreted speech, based on the same pool of tasks and English subjects. The unique characteristics of interpreted telephone dialogues are outlined, including structural and referential features, miscommunications and other performance characteristics, confirmatory language and linguistic indirection. In addition, an analysis is presented of interpreters' strategic management of turn shifts, and of the content, sequencing and chunking of information passed among speakers. The long-term goal of this exploratory research is the theoretical account and modeling of human dialogue, the specification of preliminary target requirements for future automatic systems, and the optimization of human performance within those systems.","['Sharon L. Oviatt', 'Philip R. Cohen']",July 1992,Computer Speech & Language,[],Spoken language in interpreted telephone dialogues☆
